MDY,SubType,POINT_X,POINT_Y
7/19/1941,Inf_Div,31.38805858,55.24023124
7/19/1941,Inf_Div,30.90786121,55.07323446
7/20/1941,Inf_Div,31.18779582,55.02066164
7/20/1941,Inf_Div,31.38111869,54.95863227
7/22/1941,Inf_Div,31.71081078,54.89382122
7/22/1941,Inf_Div,31.23371657,54.87974497
7/22/1941,Inf_Div,31.63469274,54.999331999999995
7/24/1941,Inf_Div,31.70611366,54.93151994
7/24/1941,Inf_Div,31.60332724,55.00652706
7/24/1941,Inf_Div,31.37778253,54.99148374
7/26/1941,Inf_Div,31.74839802,54.89673709
7/27/1941,Inf_Div,31.92540005,54.89927699
7/29/1941,Inf_Div,32.08274985,54.92529945
7/30/1941,Inf_Div,32.25292541,54.94890282
8/1/1941,Inf_Div,32.25457609,54.94634582
8/2/1941,Inf_Div,32.287052100000004,54.88774564
8/4/1941,Inf_Div,32.23776346,54.94171149
8/4/1941,Inf_Div,32.43416748,55.27826123
8/6/1941,Inf_Div,32.50155342,55.31414046
8/6/1941,Inf_Div,32.66215093,55.25644812
8/6/1941,Inf_Div,32.77793034,55.28642341
8/10/1941,Inf_Div,32.76372565,55.36860962
8/10/1941,Inf_Div,32.50066543,55.39047934
8/12/1941,Inf_Div,32.75507414,55.41351524
8/14/1941,Inf_Div,32.77208901,55.39665313
